Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
6/29/2006,6656800,124.07,124.07,124.07,123.35,126.76,121.89,126.76
6/30/2006,5973300,124.47,124.47,124.47,126.76,127.19,124.51,125.29
7/3/2006,3250500,125.31,125.31,125.31,126.54,127.25,126.04,126.97
7/5/2006,4478600,125.44,125.44,125.44,126.34,126.34,124.93,125.72
7/6/2006,3441000,125.43,125.43,125.43,126.84,126.84,125.09,125.41
7/7/2006,3618700,124.85,124.85,124.85,124.94,125.34,123.63,123.69
7/10/2006,2946100,124.56,124.56,124.56,124.3,125.27,123.4,123.97
7/11/2006,3817200,124.31,124.31,124.31,123.6,124.1,122.05,123.82
7/12/2006,4300100,123.2,123.2,123.2,123.85,124.29,120.82,120.99
7/13/2006,6116700,121.71,121.71,121.71,119.96,120.93,118.35,118.72
7/14/2006,5659400,120.03,120.03,120.03,119.18,119.51,115.74,116.68
7/17/2006,4528700,119.13,119.13,119.13,116.68,118.49,115.93,117.32
7/18/2006,5874300,118.94,118.94,118.94,117.12,118.66,116.52,118.55
7/19/2006,6079400,120.09,120.09,120.09,118.85,123.14,118.85,122.4
7/20/2006,4264500,120.36,120.36,120.36,122.18,123.1,120.76,120.91
7/21/2006,4682400,119.77,119.77,119.77,121.1,121.11,118.38,118.58
7/24/2006,4610700,120.73,120.73,120.73,119.64,123.14,119.44,122.64
7/25/2006,4984000,121.81,121.81,121.81,122.64,124.95,121.34,123.97
7/26/2006,3326000,122.22,122.22,122.22,123.14,124.24,122.47,123.04
7/27/2006,4085900,122.74,122.74,122.74,124.14,124.92,123.22,123.78
7/28/2006,4752200,124.05,124.05,124.05,124.94,127.19,124.67,126.67
7/31/2006,4370000,125.21,125.21,125.21,126.57,128.34,125.78,127.53
8/1/2006,3468500,125.57,125.57,125.57,126.59,126.68,124.89,126.28
8/2/2006,6139300,125.43,125.43,125.43,125.45,125.65,123.18,125.15
8/3/2006,3854000,125.95,125.95,125.95,124.19,127.86,123.95,126.98
8/4/2006,4892300,126.54,126.54,126.54,128.57,130.48,127.04,127.73
8/7/2006,3029800,126.84,126.84,126.84,127,129.28,126.7,127.44
8/8/2006,6199900,126.71,126.71,126.71,127.44,129.74,125.64,126.44
8/9/2006,4234300,126.22,126.22,126.22,128.15,128.36,124.9,125.24
8/10/2006,3782100,126.34,126.34,126.34,124.81,127,123.98,126.59
8/11/2006,2576500,126.28,126.28,126.28,127.19,127.63,125.22,126.16
8/14/2006,3110900,126.03,126.03,126.03,127.3,127.74,124.75,125.54
8/15/2006,4907000,126.5,126.5,126.5,127.22,128.56,126.24,127.44
8/16/2006,3563900,127.47,127.47,127.47,128.53,129.45,127.5,129.4
8/17/2006,3365700,127.96,127.96,127.96,128.49,130.97,128.44,128.94
8/18/2006,2742100,128.35,128.35,128.35,128.94,129.2,127.73,129.14
8/21/2006,3731200,128.38,128.38,128.38,127.87,128.78,126.6,128.43
8/22/2006,3696600,128.48,128.48,128.48,128.87,129.41,127.78,128.69
8/23/2006,2811300,128.15,128.15,128.15,128.08,129.2,127.02,127.48
8/24/2006,3100000,127.57,127.57,127.57,128.19,128.24,125.86,126.4
8/25/2006,2476200,126.81,126.81,126.81,125.81,126.42,125.02,125.29
8/28/2006,4151000,126.15,126.15,126.15,123.77,125.68,123.46,124.84
8/29/2006,4939600,125.03,125.03,125.03,124.9,125.05,121.61,122.8
8/30/2006,2938000,124.28,124.28,124.28,122.89,123.36,122.24,122.78
8/31/2006,2834300,124.22,124.22,124.22,122.78,124.19,122.78,124.1
9/1/2006,3453100,124.32,124.32,124.32,124.14,124.75,122.83,124.51
9/5/2006,3576000,124.98,124.98,124.98,125.02,126.49,124.44,126.3
9/6/2006,2962200,125.25,125.25,125.25,125.77,126.43,125.16,125.79
9/7/2006,3577600,124.85,124.85,124.85,125.31,125.8,123.85,124.04
9/8/2006,3277400,124.92,124.92,124.92,126.06,126.06,123.16,125.06
9/11/2006,3134200,125.3,125.3,125.3,124.6,126.26,124.52,126.06
9/12/2006,10644400,127.58,127.58,127.58,129.2,133.37,129.16,132.15
9/13/2006,7605900,129.82,129.82,129.82,131.66,135.47,130.92,134.3
9/14/2006,5496800,131.77,131.77,131.77,133.37,136.23,133.18,135.68
9/15/2006,6845100,133.13,133.13,133.13,135.67,136.71,134.85,135.84
9/18/2006,5733300,134.18,134.18,134.18,135.26,137.59,135.25,136.27
9/19/2006,4851400,134.92,134.92,134.92,136.15,137.1,135.51,136.41
9/20/2006,6403800,136.31,136.31,136.31,137.44,139.56,137.11,139.09
9/21/2006,8052600,137.39,137.39,137.39,139.84,141.67,138.47,139.55
9/22/2006,5103900,138.21,138.21,138.21,139.38,140.53,138.39,139.86
9/25/2006,4780000,139.09,139.09,139.09,140.17,141.44,139.42,140.83
9/26/2006,6095300,139.67,139.67,139.67,140.21,141.86,139.44,140.83
9/27/2006,5185300,140.14,140.14,140.14,141.03,141.84,139.63,141.09
9/28/2006,4413800,140.74,140.74,140.74,141.05,141.93,140.09,141.93
9/29/2006,4394400,140.9,140.9,140.9,141.97,142.89,141.18,141.23
10/2/2006,4143700,141.43,141.43,141.43,140.68,143.14,140.68,142.5
10/3/2006,5823500,142.77,142.77,142.77,142.29,145.6,142.01,145.43
10/4/2006,8069400,144.31,144.31,144.31,144.69,147.49,144.69,147.4
10/5/2006,5749400,145.05,145.05,145.05,147.37,147.37,145.84,146.52
10/6/2006,4898200,145.58,145.58,145.58,145.53,146.94,145.1,146.64
10/9/2006,3985500,146.44,146.44,146.44,146.44,148.18,146.37,148.15
10/10/2006,6559900,147.4,147.4,147.4,147.81,150.15,147.6,149.32
10/11/2006,5615300,148.07,148.07,148.07,148.02,149.42,147.56,149.42
10/12/2006,5754200,149.23,149.23,149.23,149.67,151.88,149.12,151.54
10/13/2006,5163300,150.65,150.65,150.65,151.29,153.58,150.82,153.49
10/16/2006,4699100,151.98,151.98,151.98,153.46,154.85,152.86,154.63
10/17/2006,5867200,152.26,152.26,152.26,153.8,154.21,152.06,152.84
10/18/2006,6127000,152.43,152.43,152.43,153.67,154.16,151.82,152.76
10/19/2006,5560400,151.82,151.82,151.82,151.61,152.76,150.48,150.61
10/20/2006,4206600,151.52,151.52,151.52,150.33,151.14,149.6,150.9
10/23/2006,4695800,152.51,152.51,152.51,150.76,154.64,150.74,154.5
10/24/2006,5516100,154.05,154.05,154.05,154.34,157.46,154.24,157.12
10/25/2006,5224400,155.29,155.29,155.29,157.79,158.67,156.55,157.77
10/26/2006,5732100,157.45,157.45,157.45,158.24,161.94,157.5,161.76
10/27/2006,5703200,157.57,157.57,157.57,160.61,161.63,157.58,157.82
10/30/2006,5354900,157.95,157.95,157.95,157.26,159.39,156.17,158.72
10/31/2006,4548300,158.22,158.22,158.22,158.93,159.78,157.99,158.75
11/1/2006,7731800,157.06,157.06,157.06,159.76,160.78,154.54,154.75
11/2/2006,6191000,156.96,156.96,156.96,154.34,157.08,152.82,156.75
11/3/2006,4153100,156.82,156.82,156.82,158.01,158.05,155,156.53
11/6/2006,4639000,157.52,157.52,157.52,156.99,160.35,156.99,158.93
11/7/2006,3697900,157.62,157.62,157.62,159.1,160.12,157.72,157.82
11/8/2006,3989800,157.71,157.71,157.71,156.96,158.86,156,157.9
11/9/2006,4488400,156.66,156.66,156.66,157.59,158.09,154.56,154.56
11/10/2006,3319800,156.6,156.6,156.6,155.13,156.48,154.41,156.47
11/13/2006,3382300,156.74,156.74,156.74,156.96,158.76,156.61,157.03
11/14/2006,4702800,157.57,157.57,157.57,157.59,159.71,155.08,159.23
11/15/2006,5090900,158.89,158.89,158.89,159.24,162.54,158.79,161.53
11/16/2006,4784000,160.78,160.78,160.78,162.27,164.62,162.27,164.55
11/17/2006,3397300,161.56,161.56,161.56,163.93,164.78,163.01,163.14
11/20/2006,3344800,162.76,162.76,162.76,163.4,165.71,163.14,165.16
11/21/2006,3447600,164.21,164.21,164.21,166.46,167.2,165.86,167.09
11/22/2006,3057200,165.87,165.87,165.87,167.29,169.36,167.28,169.21
11/24/2006,1978600,166.79,166.79,166.79,167.49,170.1,166.58,168.63
11/27/2006,6328200,165.04,165.04,165.04,168.42,169.05,161.53,161.53
11/28/2006,5864900,164.99,164.99,164.99,161.44,165.19,160.18,164.88
11/29/2006,5915000,164.7,164.7,164.7,165.61,166.83,161.49,164.13
11/30/2006,4082500,164.11,164.11,164.11,163.93,164.32,161.59,162.94
12/1/2006,4820900,163.64,163.64,163.64,163.7,164.31,160.2,162.69
12/4/2006,4259100,164.87,164.87,164.87,163.65,167.36,163.44,167.33
12/5/2006,3733000,166.13,166.13,166.13,167.04,169.18,165.8,168.64
12/6/2006,4133200,167.91,167.91,167.91,168.97,171.52,168.13,171.48
12/7/2006,5237500,167.76,167.76,167.76,172.9,172.9,167.29,167.46
12/8/2006,4968600,169.03,169.03,169.03,167.49,171.69,167.29,171.56
12/11/2006,5905800,169.15,169.15,169.15,171.89,171.89,168.83,169.4
12/12/2006,8926200,168.53,168.53,168.53,167.47,170.51,165.99,167.29
12/13/2006,5823000,167.65,167.65,167.65,167.9,168.78,165.62,165.88
12/14/2006,5081500,167.56,167.56,167.56,166.62,167.96,165.31,167.4
12/15/2006,5451400,167.43,167.43,167.43,167.8,168.92,167.13,167.16
12/18/2006,6018800,168.29,168.29,168.29,167.71,170.3,166.99,170
12/19/2006,4865700,168.3,168.3,168.3,168.95,169.53,167.65,168.33
12/20/2006,4336800,168.35,168.35,168.35,168.79,170.9,168.33,168.44
12/21/2006,4661800,167.46,167.46,167.46,169.27,169.54,165.37,165.7
12/22/2006,3500600,166.88,166.88,166.88,166.54,166.58,163.66,165.7
12/26/2006,2575600,166.98,166.98,166.98,166.37,167.79,165.86,167.18
12/27/2006,2887200,167.63,167.63,167.63,167.18,169.21,167.06,168.92
12/28/2006,2395600,167.74,167.74,167.74,169.24,169.37,167.09,167.96
12/29/2006,2762500,167.41,167.41,167.41,168.07,169.3,166.72,166.75
1/3/2007,6494900,167.57,167.57,167.57,167.79,170.07,165.47,167.9
1/4/2007,6460200,167.16,167.16,167.16,167.48,167.85,165.68,166.33
1/5/2007,5892900,166.94,166.94,166.94,165.98,167.29,165.54,166.5
1/8/2007,7851000,168.1,168.1,168.1,166.5,170.6,165.7,170.41
1/9/2007,7147100,168.97,168.97,168.97,170.25,171.39,168.97,170.71
1/10/2007,8025700,170.67,170.67,170.67,170.14,174.35,168.55,174.08
1/11/2007,9039400,172.86,172.86,172.86,174.27,178.31,173.65,177.23
1/12/2007,6618900,174.91,174.91,174.91,176.41,179.19,175.99,179
1/16/2007,5846600,176.16,176.16,176.16,176.37,179.95,176.37,178.66
1/17/2007,5306300,176.89,176.89,176.89,177.5,179.08,176.37,178.36
1/18/2007,6423200,176.39,176.39,176.39,178.79,179.68,174.9,175.39
1/19/2007,5333700,176.32,176.32,176.32,175.18,177.16,174.98,176.19
1/22/2007,4980700,177.03,177.03,177.03,176.86,178.67,175.62,178.44
1/23/2007,6293400,177.41,177.41,177.41,178.31,178.82,176.5,178.16
1/24/2007,6386800,179.74,179.74,179.74,178.89,184.47,178.49,184.41
1/25/2007,7853800,179.33,179.33,179.33,184.19,184.76,178.05,178.52
1/26/2007,7458200,179.18,179.18,179.18,179.77,180.06,176.45,178.88
1/29/2007,5890700,178.4,178.4,178.4,179.22,180.21,176.06,176.82
1/30/2007,6001000,177.24,177.24,177.24,176.86,177.89,174.59,174.93
1/31/2007,7235100,177.41,177.41,177.41,174.53,178.26,173.68,177.76
2/1/2007,5734500,177.49,177.49,177.49,178.83,179.22,175.73,177.63
2/2/2007,3527000,177.93,177.93,177.93,176.79,179.22,176.79,178.83
2/5/2007,2995700,177.99,177.99,177.99,178.72,179.07,177.21,178.09
2/6/2007,3803100,178.61,178.61,178.61,178.71,180.86,178.21,179.85
2/7/2007,3621700,178.71,178.71,178.71,180.17,180.85,178.55,178.93
2/8/2007,5410500,178.88,178.88,178.88,177.7,180.32,175.79,179.22
2/9/2007,9109300,178.82,178.82,178.82,180.79,183.71,176.44,178.7
2/12/2007,5384400,178.18,178.18,178.18,179.09,179.3,175.84,176.9
2/13/2007,4022000,178.14,178.14,178.14,177.61,178.72,176.35,178.07
2/14/2007,7696400,179.48,179.48,179.48,179.05,183.58,178.29,182.15
2/15/2007,3627200,180.21,180.21,180.21,182.6,183.36,181.32,181.67
2/16/2007,3118500,180.72,180.72,180.72,180.95,182.24,180.16,181.75
2/20/2007,6225500,182.19,182.19,182.19,182.93,185.92,180.95,185.12
2/21/2007,5225500,182.95,182.95,182.95,183.7,185.59,182.79,184.46
2/22/2007,4273400,183.12,183.12,183.12,185.17,186.63,182.65,183.47
2/23/2007,5507400,182.55,182.55,182.55,183.63,184.16,180.6,181.4
2/26/2007,5552700,181.46,181.46,181.46,182.65,182.96,178.18,179.3
2/27/2007,18817600,175.72,175.72,175.72,175.74,176.29,163.09,164.22
2/28/2007,15940000,173.49,173.49,173.49,167.91,170.8,165.72,169.04
3/1/2007,14141300,171.42,171.42,171.42,165.16,169.83,162.61,167.29
3/2/2007,9842200,168.93,168.93,168.93,166.06,168.34,163.88,163.94
3/5/2007,13391800,165.68,165.68,165.68,162.17,165.47,159.07,159.19
3/6/2007,10796300,165.58,165.58,165.58,162.46,166.06,162.29,165.37
3/7/2007,8459500,165.01,165.01,165.01,165.46,166.73,163.8,163.88
3/8/2007,10789400,165.85,165.85,165.85,165.92,169.27,165.9,167.52
3/9/2007,7676900,166.9,166.9,166.9,170.04,170.08,166.62,169
3/12/2007,9623200,167.85,167.85,167.85,167.57,169.99,166.62,169.75
3/13/2007,31973100,167.49,167.49,167.49,171.73,174.74,166.33,166.76
3/14/2007,20394300,167.56,167.56,167.56,167.57,169.38,165.51,167.7
3/15/2007,9741600,167.81,167.81,167.81,167.57,169.56,167.15,168.32
3/16/2007,10875200,167.45,167.45,167.45,168.23,168.45,166.12,166.73
3/19/2007,8186200,168.17,168.17,168.17,168.68,169.67,167.94,169.62
3/20/2007,6641900,169.09,169.09,169.09,169.66,171.28,169.25,170.92
3/21/2007,10934100,171.64,171.64,171.64,172.05,177.22,171.06,176.75
